Adalsindo,74264196696,13/07/1993,"Brasil,CE,Quixadá,Rua Industrial Azziz Okka Baquit,609","Brasil,CE,Quixadá,Rua Luiz Carlos Alborguetti,609",Adalsindo@gmail.com
Adalsino,54657931972,01/02/1960,"Brasil,PR,Curitiba,Rua Luiz Carlos Alborguetti,1969","Brasil,PR,Curitiba,Rua I,1969",Adalsino@gmail.com
Adam,94082673239,26/12/1979,"Brasil,PA,Ananindeua,Rua I,335","Brasil,PA,Ananindeua,Rua Poeta Wilton Santos,335",Adam@gmail.com
Adama,41714147515,27/03/1953,"Brasil,PI,Teresina,Rua Poeta Wilton Santos,1004","Brasil,PI,Teresina,Rua Mauro Cleyton,1004",Adama@gmail.com
Adamantino,82114697896,21/10/1958,"Brasil,BA,Salvador,Rua Mauro Cleyton,1810","Brasil,BA,Salvador,Quadra SQS 111 Bloco H,1810",Adamantino@gmail.com
Adamastor,45414518050,02/08/1950,"Brasil,DF,Brasília,Quadra SQS 111 Bloco H,1082","Brasil,DF,Brasília,Quadra QR 431 Conjunto 24,1082",Adamastor@gmail.com
Adamo,89101528690,25/07/1998,"Brasil,DF,Brasília,Quadra QR 431 Conjunto 24,979","Brasil,DF,Brasília,Rua Esmeraldino Tavares de Souza,979",Adamo@gmail.com
Adarico,11052634867,07/06/1947,"Brasil,CE,Juazeiro do Norte,Rua Esmeraldino Tavares de Souza,47","Brasil,CE,Juazeiro do Norte,Rua Araçuaí 186,47",Adarico@gmail.com
Adárico,16679625155,17/01/1952,"Brasil,MG,Padre Paraíso,Rua Araçuaí 186,1263","Brasil,MG,Padre Paraíso,Avenida Marques da Silveira,1263",Adárico@gmail.com
Adário,29894530975,13/11/1998,"Brasil,AM,Manaus,Avenida Marques da Silveira,1350","Brasil,AM,Manaus,Rua Coronel Brandão,1350",Adário@gmail.com
Adelaide João,42595580809,05/09/1986,"Brasil,PI,Teresina,Rua Coronel Brandão,1670","Brasil,PI,Teresina,Rua Marcelino Champagnat,1670",Adelaide João@gmail.com
Adelindo,97721449700,23/04/1968,"Brasil,AC,Rio Branco,Rua Marcelino Champagnat,1263","Brasil,AC,Rio Branco,Servidão Manoel Caetano Ferreira,1263",Adelindo@gmail.com
Adelmo,85676814933,14/09/1940,"Brasil,RJ,Petrópolis,Servidão Manoel Caetano Ferreira,416","Brasil,RJ,Petrópolis,Rua Tupanciretã,416",Adelmo@gmail.com
Ademar,45500388009,12/01/1960,"Brasil,RS,Rio Grande,Rua Tupanciretã,1185","Brasil,RS,Rio Grande,Rua Vinte,1185",Ademar@gmail.com
Adeodato,60084662897,10/01/1992,"Brasil,MG,Betim,Rua Vinte,1890","Brasil,MG,Betim,Praça Inácio da Costa Brito,1890",Adeodato@gmail.com
Adércio,92198137479,04/08/1968,"Brasil,SP,São Paulo,Praça Inácio da Costa Brito,1069","Brasil,SP,São Paulo,Rua São Dimas,1069",Adércio@gmail.com
Adério,20414189784,01/11/1968,"Brasil,PB,João Pessoa,Rua São Dimas,980","Brasil,PB,João Pessoa,Rua Corupá,980",Adério@gmail.com
Adiel,73504737900,12/03/1988,"Brasil,SC,Blumenau,Rua Corupá,540","Brasil,SC,Blumenau,Rua Professor Rubens de Carvalho,540",Adiel@gmail.com
Ádila,98511752835,26/12/1977,"Brasil,MT,Cuiabá,Rua Professor Rubens de Carvalho,1288","Brasil,MT,Cuiabá,Rua Floriano Peixoto,1288",Ádila@gmail.com
Adilar,31699850432,22/06/1965,"Brasil,PE,Camaragibe,Rua Floriano Peixoto,462","Brasil,PE,Camaragibe,Rua Rio Madeira,462",Adilar@gmail.com
Adília,46971600902,07/01/1995,"Brasil,AP,Macapá,Rua Rio Madeira,396","Brasil,AP,Macapá,Rua Congonhas,396",Adília@gmail.com
Adílio,93116822327,15/07/2000,"Brasil,PB,Campina Grande,Rua Congonhas,668","Brasil,PB,Campina Grande,Rua Eduardo Prado,668",Adílio@gmail.com
Adilson,96288361048,15/06/1997,"Brasil,RJ,Teresópolis,Rua Eduardo Prado,1418","Brasil,RJ,Teresópolis,Avenida do Jenipapeiro,1418",Adilson@gmail.com
Adirio,85320649126,12/03/1946,"Brasil,MA,São Luís,Avenida do Jenipapeiro,603","Brasil,MA,São Luís,Rua E,603",Adirio@gmail.com
Adírio,31688457368,17/08/1979,"Brasil,ES,Serra,Rua E,1966","Brasil,ES,Serra,Rua Getúlio Vargas,1966",Adírio@gmail.com
Adis,16406082281,04/09/1945,"Brasil,TO,Araguaína,Rua Getúlio Vargas,362","Brasil,TO,Araguaína,Rua Gilma Moraes Amaral,362",Adis@gmail.com
Adjene,26053319452,01/07/1941,"Brasil,SE,Aracaju,Rua Gilma Moraes Amaral,1934","Brasil,SE,Aracaju,Rua Paulino Burigo,1934",Adjene@gmail.com
Adliano,80304504531,26/06/1964,"Brasil,SC,Criciúma,Rua Paulino Burigo,414","Brasil,SC,Criciúma,Rua Irmã Dulce,414",Adliano@gmail.com
Admar,79945510737,24/03/1965,"Brasil,RJ,Duque de Caxias,Rua Irmã Dulce,1105","Brasil,RJ,Duque de Caxias,Rua João Nunes,1105",Admar@gmail.com
Admiro,73198890678,12/06/1967,"Brasil,PI,Picos,Rua João Nunes,434","Brasil,PI,Picos,Rua V-11,434",Admiro@gmail.com
Admisia,83527938070,21/05/1962,"Brasil,MA,São Luís,Rua V-11,1061","Brasil,MA,São Luís,Rua Sebastião Santos,1061",Admisia@gmail.com
Adner,27996713787,15/05/1962,"Brasil,PR,Curitiba,Rua Sebastião Santos,1270","Brasil,PR,Curitiba,Rua Tunísia,1270",Adner@gmail.com
Adolfo,56741951589,13/10/1979,"Brasil,ES,Colatina,Rua Tunísia,1061","Brasil,ES,Colatina,Quadra Quadra 303 Área Especial 34,1061",Adolfo@gmail.com
Adonai,89600747675,24/04/1986,"Brasil,DF,Brasília,Quadra Quadra 303 Área Especial 34,827","Brasil,DF,Brasília,Rua Comendador Álvaro Guaspari,827",Adonai@gmail.com
Adonias,97670945723,23/04/1942,"Brasil,RS,Porto Alegre,Rua Comendador Álvaro Guaspari,470","Brasil,RS,Porto Alegre,Travessa Passo Fundo,470",Adonias@gmail.com
Adonilo,53964386481,04/10/1995,"Brasil,AM,Manaus,Travessa Passo Fundo,855","Brasil,AM,Manaus,Rua Princesa Isabel,855",Adonilo@gmail.com
Adónis,78293429123,19/02/2001,"Brasil,RN,Natal,Rua Princesa Isabel,1075","Brasil,RN,Natal,Travessa José Alencar de Macêdo,1075",Adónis@gmail.com
Adoração,56941106926,20/10/1986,"Brasil,CE,Quixadá,Travessa José Alencar de Macêdo,1037","Brasil,CE,Quixadá,Rua Sete Mil e Setenta,1037",Adoração@gmail.com
Adorinda,39942984762,16/12/1995,"Brasil,RS,Porto Alegre,Rua Sete Mil e Setenta,1976","Brasil,RS,Porto Alegre,Praça Deputado Luís Ribeiro Coutinho,1976",Adorinda@gmail.com
Adorino,78453396162,23/12/1999,"Brasil,PB,Santa Rita,Praça Deputado Luís Ribeiro Coutinho,1869","Brasil,PB,Santa Rita,Rua Rio Negro,1869",Adorino@gmail.com
Adosinda,12102966925,14/02/1944,"Brasil,RR,Boa Vista,Rua Rio Negro,1851","Brasil,RR,Boa Vista,Rua Mandi,1851",Adosinda@gmail.com
Adria,23902623108,22/12/1981,"Brasil,RR,Boa Vista,Rua Mandi,929","Brasil,RR,Boa Vista,Vila Destino,929",Adria@gmail.com
Adriana do Mar,66360093462,11/02/1960,"Brasil,PA,Belém,Vila Destino,1245","Brasil,PA,Belém,Rua Topázio,1245",Adriana do Mar@gmail.com
Adriane,22923413978,21/08/1989,"Brasil,PR,Campo Mourão,Rua Topázio,1104","Brasil,PR,Campo Mourão,Vila Elza,1104",Adriane@gmail.com
Adriano,91813726356,17/02/1951,"Brasil,AM,Manaus,Vila Elza,700","Brasil,AM,Manaus,Rua Frei Thiago,700",Adriano@gmail.com
Adriel,79660556031,10/10/1987,"Brasil,AC,Rio Branco,Rua Frei Thiago,1254","Brasil,AC,Rio Branco,Travessa Goiânia,1254",Adriel@gmail.com
Adrilete,89715039341,07/09/1985,"Brasil,PR,Londrina,Travessa Goiânia,1326","Brasil,PR,Londrina,Viela Geraldo Alves de Carvalho,1326",Adrilete@gmail.com
Adrualdo,54509027795,21/06/1945,"Brasil,SP,Osasco,Viela Geraldo Alves de Carvalho,74","Brasil,SP,Osasco,Rua José Aleixo,74",Adrualdo@gmail.com
Adruzilo,97518491684,20/07/1956,"Brasil,RR,Boa Vista,Rua José Aleixo,1128","Brasil,RR,Boa Vista,Rua Suriname,1128",Adruzilo@gmail.com
Aduíno,30834161590,08/06/1963,"Brasil,PE,Jaboatão dos Guararapes,Rua Suriname,487","Brasil,PE,Jaboatão dos Guararapes,Rua Suriname,487",Aduíno@gmail.com
Afonsina,43749217740,02/07/1982,"Brasil,AC,Rio Branco,Rua Bogotá,906","Brasil,RR,Boa Vista,Rua Samambaia,906",Afonsina@gmail.com
Afonsino,72749081999,20/10/1989,"Brasil,CE,Canafistula,Rua Canafístula, 1993","Brasil,PR,Paranaguá,Rua Jundiá,1993",Afonsino@gmail.com
Afonso de São Luís,17565229942,02/02/1958,"Brasil,PE,Jaboatão dos Guararapes,1ª Travessa Maestro Nelson Ferreira,782","Brasil,RO,Porto Velho,Rua Buia,782",Afonso de São Luís@gmail.com
Afonso Henriques,25806131428,07/05/1950,"Brasil,SC,Rio do Sul,Travessa Luiz Alves,209","Brasil,SP,São Paulo,Rua Alvino Ferreira,209",Afonso Henriques@gmail.com
Afra,25754149456,20/05/1985,"Brasil,PI,Teresina,Rua Baltasar Melo,546","Brasil,PB,João Pessoa,Rua Raul Borges,546",Afra@gmail.com
Afrânio,47667467338,15/08/2002,"Brasil,AL,Maceió,Rua Capela,1169","Brasil,SC,Joinville,Avenida dos Galibis,1169",Afrânio@gmail.com
Afre,78912029184,16/02/1986,"Brasil,MG,Montes Claros,Rua Nove,1074","Brasil,AP,Macapá,Rua Joana de Souza Bonfim,1074",Afre@gmail.com
África,55014430967,11/07/1949,"Brasil,RR,Boa Vista,Avenida Capitão Ene Garcez 2414,233","Brasil,SE,Aracaju,Rua das Garças,233",África@gmail.com
Africana,21653476490,23/06/1998,"Brasil,PR,Paranaguá,Avenida Gabriel de Lara,1998","Brasil,AP,Macapá,Travessa Moreira,1998",Africana@gmail.com
Africano,99028505683,01/06/2001,"Brasil,RO,Porto Velho,Rua Jundiá,959","Brasil,CE,Fortaleza,Rua Samambaia,959",Africano@gmail.com
Ágata,43207841257,02/11/1945,"Brasil,SP,São Paulo,Rua Buia,284","Brasil,MT,Cuiabá,Rua Dezenove,284",Ágata@gmail.com
Agatha,86211910647,08/07/1963,"Brasil,PB,João Pessoa,Rua Alvino Ferreira,207","Brasil,MG,Betim,Rua Um,207",Agatha@gmail.com
Agda,49754853037,25/07/1961,"Brasil,SC,Joinville,Rua Raul Borges,832","Brasil,MT,Rondonópolis,Rua Alberto José Werdine,832",Agda@gmail.com
Agenor,66250868997,20/05/2000,"Brasil,AP,Macapá,Avenida dos Galibis,412","Brasil,MG,Itajubá,Praça General Carlos Machado Bittencourt,412",Agenor@gmail.com
Agna,44357833833,22/06/1962,"Brasil,SE,Aracaju,Rua Joana de Souza Bonfim,264","Brasil,SP,Piracicaba,Rua Nossa Senhora da Conceição,264",Agna@gmail.com
Agnello,52996114135,23/03/1987,"Brasil,AP,Macapá,Rua das Garças,509","Brasil,AC,Rio Branco,Rua 11,509",Agnello@gmail.com
Agnelo,98430069120,05/04/1980,"Brasil,CE,Fortaleza,Travessa Moreira,1999","Brasil,GO,Rio Verde,Rua Edelzuith Frota Cruz,1999",Agnelo@gmail.com
Agnes,79279669271,18/07/1988,"Brasil,MT,Cuiabá,Rua Samambaia,674","Brasil,MG,Belo Horizonte,Rua São João Batista,674",Agnes@gmail.com
Agonia,93841881341,12/01/1954,"Brasil,MG,Betim,Rua Dezenove,1745","Brasil,MA,São Luís,Rua Francisco Pereira dos Santos,1745",Agonia@gmail.com
Agostília,50451377480,14/08/1965,"Brasil,MT,Rondonópolis,Rua Um,582","Brasil,RO,Ji-Paraná,Rua São Diego,582",Agostília@gmail.com
Agostinho,36501627883,16/09/1945,"Brasil,MG,Itajubá,Rua Alberto José Werdine,129","Brasil,MT,Várzea Grande,Quadra 8,129",Agostinho@gmail.com
Águas,98413056329,22/07/1996,"Brasil,SP,Piracicaba,Praça General Carlos Machado Bittencourt,1519","Brasil,AL,Maceió,Rua Higienópolis,1519",Águas@gmail.com
Águeda,80721149882,07/01/2003,"Brasil,AC,Rio Branco,Rua Nossa Senhora da Conceição,141","Brasil,RO,Porto Velho,Travessa Manoel Quaresma Mendes,141",Águeda@gmail.com
Aguiar,35725473380,08/11/1972,"Brasil,GO,Rio Verde,Rua 11,1164","Brasil,AP,Macapá,Rua Haroldo José da Costa,1164",Aguiar@gmail.com
Aguinaldo,30589770643,21/10/1967,"Brasil,MG,Belo Horizonte,Rua Edelzuith Frota Cruz,262","Brasil,AL,Maceió,Avenida Taboca,262",Aguinaldo@gmail.com
Aiala,10725245012,15/07/1987,"Brasil,MA,São Luís,Rua São João Batista,671","Brasil,RO,Ariquemes,Rua Delegado Carlos Roberto Bastos de Oliveira,671",Aiala@gmail.com
Aicha,99846389409,20/10/1941,"Brasil,RO,Ji-Paraná,Rua Francisco Pereira dos Santos,672","Brasil,MS,Campo Grande,Rua Rio Jordão,672",Aicha@gmail.com
Aidan,80691186993,04/07/2003,"Brasil,MT,Várzea Grande,Rua São Diego,132","Brasil,PR,Maringá,Avenida João Spadoto,132",Aidan@gmail.com
Aidé,60455042384,18/01/1981,"Brasil,AL,Maceió,Quadra 8,785","Brasil,SP,Marília,Rua Maria Rosa Oliveira,785",Aidé@gmail.com
Aidi,91852559486,25/07/1993,"Brasil,RO,Porto Velho,Rua Higienópolis,1761","Brasil,SE,Aracaju,Rua Santa Terezinha,1761",Aidi@gmail.com
Aila,33677035833,16/07/1999,"Brasil,AP,Macapá,Travessa Manoel Quaresma Mendes,785","Brasil,SE,Aracaju,Rua 1º de Maio,785",Aila@gmail.com
Aileda,80417923145,16/06/1983,"Brasil,AL,Maceió,Rua Haroldo José da Costa,1972","Brasil,BA,Salvador,Rua Belo Monte,1972",Aileda@gmail.com
Ailine,83161704739,08/01/1994,"Brasil,RO,Ariquemes,Avenida Taboca,1592","Brasil,PA,Altamira,Rua Industrial Azziz Okka Baquit,1592",Ailine@gmail.com
Ailson,32717975619,05/10/1997,"Brasil,MS,Campo Grande,Rua Delegado Carlos Roberto Bastos de Oliveira,247","Brasil,CE,Quixadá,Rua Luiz Carlos Alborguetti,247",Ailson@gmail.com
Ailton,93560724321,15/01/1965,"Brasil,PR,Maringá,Rua Rio Jordão,662","Brasil,PR,Curitiba,Rua I,662",Ailton@gmail.com
Aimi,85174076341,26/01/1990,"Brasil,SP,Marília,Avenida João Spadoto,144","Brasil,PA,Ananindeua,Rua Poeta Wilton Santos,144",Aimi@gmail.com
Aine,66972110620,27/05/1983,"Brasil,SE,Aracaju,Rua Maria Rosa Oliveira,977","Brasil,PI,Teresina,Rua Mauro Cleyton,977",Aine@gmail.com
Aires,23947789709,27/09/1949,"Brasil,SE,Aracaju,Rua Santa Terezinha,554","Brasil,BA,Salvador,Quadra SQS 111 Bloco H,554",Aires@gmail.com
Airiza,45732325785,13/03/1965,"Brasil,BA,Salvador,Rua 1º de Maio,269","Brasil,DF,Brasília,Quadra QR 431 Conjunto 25,269",Airiza@gmail.com
Airtom,13644588382,27/05/1995,"Brasil,PA,Altamira,Rua Belo Monte,708","Brasil,DF,Brasília,Rua Esmeraldino Tavares de Souza,708",Airtom@gmail.com
Airton,45374629474,13/07/1994,"Brasil,CE,Quixadá,Rua Industrial Azziz Okka Baquit,1352","Brasil,CE,Juazeiro do Norte,Rua Araçuaí 187,1352",Airton@gmail.com
Aisha,36435279578,01/02/1961,"Brasil,PR,Curitiba,Rua Luiz Carlos Alborguetti,151","Brasil,MG,Padre Paraíso,Avenida Marques da Silveira,151",Aisha@gmail.com
Aita,61701950442,26/12/1980,"Brasil,PA,Ananindeua,Rua I,1591","Brasil,AM,Manaus,Rua Coronel Brandão,1591",Aita@gmail.com
Aitor,89109693751,27/03/1954,"Brasil,PI,Teresina,Rua Poeta Wilton Santos,624","Brasil,PI,Teresina,Rua Marcelino Champagnat,624",Aitor@gmail.com
Aixa,69486611974,21/10/1959,"Brasil,BA,Salvador,Rua Mauro Cleyton,1757","Brasil,AC,Rio Branco,Servidão Manoel Caetano Ferreira,1757",Aixa@gmail.com
Akira,79728962419,02/08/1951,"Brasil,DF,Brasília,Quadra SQS 111 Bloco H,311","Brasil,RJ,Petrópolis,Rua Tupanciretã,311",Akira@gmail.com
Aladino,29581154277,25/07/1999,"Brasil,DF,Brasília,Quadra QR 431 Conjunto 25,1990","Brasil,RS,Rio Grande,Rua Vinte,1990",Aladino@gmail.com
Alaíde,77088468435,07/06/1948,"Brasil,CE,Juazeiro do Norte,Rua Esmeraldino Tavares de Souza,1508","Brasil,MG,Betim,Praça Inácio da Costa Brito,1508",Alaíde@gmail.com
Alaim,80135146857,17/01/1953,"Brasil,MG,Padre Paraíso,Rua Araçuaí 187,1869","Brasil,SP,São Paulo,Rua São Dimas,1869",Alaim@gmail.com
Alain,64975964145,13/11/1999,"Brasil,AM,Manaus,Avenida Marques da Silveira,1490","Brasil,PB,João Pessoa,Rua Corupá,1490",Alain@gmail.com
Alamiro,19305264676,05/09/1987,"Brasil,PI,Teresina,Rua Coronel Brandão,728","Brasil,SC,Blumenau,Rua Professor Rubens de Carvalho,728",Alamiro@gmail.com
Alan,10331380511,23/04/1969,"Brasil,AC,Rio Branco,Rua Marcelino Champagnat,187","Brasil,MT,Cuiabá,Rua Floriano Peixoto,187",Alan@gmail.com
Alana,21803690194,14/09/1941,"Brasil,RJ,Petrópolis,Servidão Manoel Caetano Ferreira,907","Brasil,PE,Camaragibe,Rua Rio Madeira,907",Alana@gmail.com
Alanis,53155983478,12/01/1961,"Brasil,RS,Rio Grande,Rua Tupanciretã,611","Brasil,AP,Macapá,Rua Congonhas,611",Alanis@gmail.com
Alanna,23662894620,10/01/1993,"Brasil,MG,Betim,Rua Vinte,1735","Brasil,PB,Campina Grande,Rua Eduardo Prado,1735",Alanna@gmail.com
Alano,71984802643,04/08/1969,"Brasil,SP,São Paulo,Praça Inácio da Costa Brito,1723","Brasil,RJ,Teresópolis,Avenida do Jenipapeiro,1723",Alano@gmail.com
Alão,91808792895,01/11/1969,"Brasil,PB,João Pessoa,Rua São Dimas,1253","Brasil,MA,São Luís,Rua E,1253",Alão@gmail.com
Alba,52723777028,12/03/1989,"Brasil,SC,Blumenau,Rua Corupá,30","Brasil,ES,Serra,Rua Getúlio Vargas,30",Alba@gmail.com
Albano,39062218069,26/12/1978,"Brasil,MT,Cuiabá,Rua Professor Rubens de Carvalho,605","Brasil,TO,Araguaína,Rua Gilma Moraes Amaral,605",Albano@gmail.com
Alberico,10815408616,22/06/1966,"Brasil,PE,Camaragibe,Rua Floriano Peixoto,565","Brasil,SE,Aracaju,Rua Paulino Burigo,565",Alberico@gmail.com
Alberta,86018967876,07/01/1996,"Brasil,AP,Macapá,Rua Rio Madeira,1369","Brasil,SC,Criciúma,Rua Irmã Dulce,1369",Alberta@gmail.com
Alberty,80878558271,15/07/2001,"Brasil,PB,Campina Grande,Rua Congonhas,1751","Brasil,RJ,Duque de Caxias,Rua João Nunes,1751",Alberty@gmail.com
Albrique,87279153701,15/06/1998,"Brasil,RJ,Teresópolis,Rua Eduardo Prado,919","Brasil,PI,Picos,Rua V-12,919",Albrique@gmail.com
Albuquerque,96631805204,12/03/1947,"Brasil,MA,São Luís,Avenida do Jenipapeiro,1374","Brasil,MA,São Luís,Rua Sebastião Santos,1374",Albuquerque@gmail.com
Alcibíades,21463276911,17/08/1980,"Brasil,ES,Serra,Rua E,205","Brasil,PR,Curitiba,Rua Tunísia,205",Alcibíades@gmail.com
Alcide,21785024477,04/09/1946,"Brasil,TO,Araguaína,Rua Getúlio Vargas,1715","Brasil,ES,Colatina,Quadra Quadra 303 Área Especial 35,1715",Alcide@gmail.com
Alcides,33892060606,01/07/1942,"Brasil,SE,Aracaju,Rua Gilma Moraes Amaral,469","Brasil,DF,Brasília,Rua Comendador Álvaro Guaspari,469",Alcides@gmail.com
Alcina,18647661318,26/06/1965,"Brasil,SC,Criciúma,Rua Paulino Burigo,767","Brasil,RS,Porto Alegre,Travessa Passo Fundo,767",Alcina@gmail.com
Alcindo,44518416157,24/03/1966,"Brasil,RJ,Duque de Caxias,Rua Irmã Dulce,24","Brasil,AM,Manaus,Rua Princesa Isabel,24",Alcindo@gmail.com
Alcínia,93271738793,12/06/1968,"Brasil,PI,Picos,Rua João Nunes,703","Brasil,RN,Natal,Travessa José Alencar de Macêdo,703",Alcínia@gmail.com
Alcino,34062244507,21/05/1963,"Brasil,MA,São Luís,Rua V-12,1950","Brasil,CE,Quixadá,Rua Sete Mil e Setenta,1950",Alcino@gmail.com
Alcione,63408921960,15/05/1963,"Brasil,PR,Curitiba,Rua Sebastião Santos,1252","Brasil,RS,Porto Alegre,Praça Deputado Luís Ribeiro Coutinho,1252",Alcione@gmail.com
Alcíone,92691166768,13/10/1980,"Brasil,ES,Colatina,Rua Tunísia,520","Brasil,PB,Santa Rita,Rua Rio Negro,520",Alcíone@gmail.com
Aldaír,80354298438,24/04/1987,"Brasil,DF,Brasília,Quadra Quadra 303 Área Especial 35,961","Brasil,RR,Boa Vista,Rua Mandi,961",Aldaír@gmail.com
Aldara,63333706961,23/04/1943,"Brasil,RS,Porto Alegre,Rua Comendador Álvaro Guaspari,1365","Brasil,RR,Boa Vista,Vila Destino,1365",Aldara@gmail.com
Aldemar,92628068033,04/10/1996,"Brasil,AM,Manaus,Travessa Passo Fundo,1593","Brasil,PA,Belém,Rua Topázio,1593",Aldemar@gmail.com
Aldenir,14593918745,19/02/2002,"Brasil,RN,Natal,Rua Princesa Isabel,1427","Brasil,PR,Campo Mourão,Vila Elza,1427",Aldenir@gmail.com
Aldenora,49545832475,20/10/1987,"Brasil,CE,Quixadá,Travessa José Alencar de Macêdo,1830","Brasil,AM,Manaus,Rua Frei Thiago,1830",Aldenora@gmail.com
